id,loc,lat,lng,time,zone
718,Bus Station,40.81721954,-73.94790173,-240,Tue Apr 03 18:33:26 +0000 2012
768,Ice Cream Shop,40.80396498,-74.00513467,-240,Tue Apr 03 18:33:29 +0000 2012
15,Soup Place,40.785679,-73.972834,-240,Tue Apr 03 18:33:49 +0000 2012
768,Home (private),40.80204208,-74.00063278,-240,Tue Apr 03 18:34:00 +0000 2012
458,College Academic Building,40.69684128,-73.98717238,-240,Tue Apr 03 18:34:10 +0000 2012
877,Bank,40.61802636,-73.99167746,-240,Tue Apr 03 18:34:55 +0000 2012
280,Food & Drink Shop,40.73971083,-73.98251798,-240,Tue Apr 03 18:35:31 +0000 2012
318,Subway,40.7509958,-73.99068832,-240,Tue Apr 03 18:36:56 +0000 2012
839,Department Store,40.75061379,-73.98856401,-240,Tue Apr 03 18:37:12 +0000 2012
1016,Playground,40.93253437,-74.00992625,-240,Tue Apr 03 18:39:29 +0000 2012
281,Tattoo Parlor,40.7471092,-74.15280867,-240,Tue Apr 03 18:39:34 +0000 2012
366,Mall,40.73405558,-73.87084723,-240,Tue Apr 03 18:39:36 +0000 2012
276,Deli / Bodega,40.75110146,-73.98130059,-240,Tue Apr 03 18:39:42 +0000 2012
135,Office,40.708515,-74.007282,-240,Tue Apr 03 18:39:44 +0000 2012
227,College Academic Building,40.74358598,-74.17815694,-240,Tue Apr 03 18:42:03 +0000 2012
612,Coffee Shop,40.76260087,-73.9660057,-240,Tue Apr 03 18:42:25 +0000 2012
458,University,40.69541297,-73.98732159,-240,Tue Apr 03 18:42:32 +0000 2012
80,Diner,40.67919,-73.995548,-240,Tue Apr 03 18:43:53 +0000 2012
445,Bus Station,40.80463955,-73.93786213,-240,Tue Apr 03 18:44:07 +0000 2012
673,Government Building,40.7015868,-73.95745343,-240,Tue Apr 03 18:45:15 +0000 2012
318,University,40.74790921,-73.98380928,-240,Tue Apr 03 18:46:30 +0000 2012
337,Music Store,40.830936,-74.20743204,-240,Tue Apr 03 18:47:11 +0000 2012
916,Light Rail,40.71589126,-74.03416157,-240,Tue Apr 03 18:47:23 +0000 2012
639,Salon / Barbershop,40.77536339,-73.955705,-240,Tue Apr 03 18:48:57 +0000 2012
752,Student Center,40.86283582,-74.19723988,-240,Tue Apr 03 18:49:59 +0000 2012
713,Mexican Restaurant,40.745245,-73.982692,-240,Tue Apr 03 18:51:03 +0000 2012
449,General College & University,40.70473328,-73.98773789,-240,Tue Apr 03 18:52:48 +0000 2012
1016,Home (private),40.91220464,-74.01238511,-240,Tue Apr 03 18:55:51 +0000 2012
803,Office,40.74697652,-73.98325259,-240,Tue Apr 03 18:56:09 +0000 2012
895,Other Great Outdoors,40.91192343,-73.78237724,-240,Tue Apr 03 18:57:40 +0000 2012
1012,Neighborhood,40.75951305,-73.8314724,-240,Tue Apr 03 18:57:46 +0000 2012
749,Animal Shelter,40.771046,-74.065758,-240,Tue Apr 03 18:58:56 +0000 2012
916,Light Rail,40.72703111,-74.03484821,-240,Tue Apr 03 19:00:04 +0000 2012
438,Office,40.7514116,-73.97994108,-240,Tue Apr 03 19:00:31 +0000 2012
217,Office,40.75539132,-73.97425915,-240,Tue Apr 03 19:01:16 +0000 2012
656,College Academic Building,40.7383284,-74.17913158,-240,Tue Apr 03 19:01:19 +0000 2012
225,Ice Cream Shop,40.725891,-73.79143081,-240,Tue Apr 03 19:01:28 +0000 2012
628,Food & Drink Shop,40.83162209,-74.13679361,-240,Tue Apr 03 19:01:40 +0000 2012
225,Sandwich Place,40.726045,-73.79091154,-240,Tue Apr 03 19:03:16 +0000 2012
504,American Restaurant,40.71528089,-74.03639537,-240,Tue Apr 03 19:03:38 +0000 2012
226,American Restaurant,40.75821277,-73.98682594,-240,Tue Apr 03 19:03:47 +0000 2012
164,Office,40.76235954,-73.97223886,-240,Tue Apr 03 19:04:41 +0000 2012
445,Subway,40.8286022,-73.87925863,-240,Tue Apr 03 19:05:22 +0000 2012
235,Coffee Shop,40.74546291,-73.99098305,-240,Tue Apr 03 19:07:59 +0000 2012
118,Laundry Service,40.60014372,-73.94659322,-240,Tue Apr 03 19:08:27 +0000 2012
1054,Residential Building (Apartment / Condo),40.87063009,-74.09792627,-240,Tue Apr 03 19:08:42 +0000 2012
881,Building,40.80870048,-73.95851531,-240,Tue Apr 03 19:09:18 +0000 2012
713,Coffee Shop,40.74404465,-73.98373696,-240,Tue Apr 03 19:09:49 +0000 2012
706,Food & Drink Shop,40.67755881,-73.7445248,-240,Tue Apr 03 19:11:04 +0000 2012
706,Drugstore / Pharmacy,40.67912093,-73.74992033,-240,Tue Apr 03 19:12:08 +0000 2012
673,Automotive Shop,40.699108,-73.955248,-240,Tue Apr 03 19:14:07 +0000 2012
143,Airport,40.64508936,-73.78452301,-240,Tue Apr 03 19:14:15 +0000 2012
1005,Cuban Restaurant,40.7228417,-73.99411647,-240,Tue Apr 03 19:14:31 +0000 2012
706,Food & Drink Shop,40.68006413,-73.76161876,-240,Tue Apr 03 19:14:34 +0000 2012
706,BBQ Joint,40.68083,-73.76331,-240,Tue Apr 03 19:15:04 +0000 2012
912,Other Nightlife,40.74623905,-73.98058961,-240,Tue Apr 03 19:15:06 +0000 2012
537,Office,40.75931346,-73.97849478,-240,Tue Apr 03 19:16:47 +0000 2012
406,Mexican Restaurant,40.72828342,-73.987885,-240,Tue Apr 03 19:17:24 +0000 2012
868,Sandwich Place,40.738553,-73.987393,-240,Tue Apr 03 19:17:34 +0000 2012
1055,Neighborhood,40.77352188,-73.9567852,-240,Tue Apr 03 19:18:05 +0000 2012
751,Mexican Restaurant,40.72862394,-74.005252,-240,Tue Apr 03 19:18:58 +0000 2012
907,Home (private),40.82358935,-74.22380201,-240,Tue Apr 03 19:19:39 +0000 2012
303,Coffee Shop,40.77834721,-73.980903,-240,Tue Apr 03 19:19:54 +0000 2012
445,Home (private),40.82477735,-73.88307006,-240,Tue Apr 03 19:20:46 +0000 2012
793,Building,40.74828059,-73.98556262,-240,Tue Apr 03 19:20:53 +0000 2012
784,Gym / Fitness Center,40.58532515,-73.9520234,-240,Tue Apr 03 19:21:00 +0000 2012
793,College Academic Building,40.74837051,-73.98568869,-240,Tue Apr 03 19:21:10 +0000 2012
734,Home (private),40.94175915,-74.01238511,-240,Tue Apr 03 19:21:58 +0000 2012
540,Home (private),40.61848447,-73.75366953,-240,Tue Apr 03 19:24:28 +0000 2012
816,Drugstore / Pharmacy,40.94040013,-73.96214862,-240,Tue Apr 03 19:24:52 +0000 2012
623,Office,40.70242744,-73.99048448,-240,Tue Apr 03 19:25:03 +0000 2012
950,Other Great Outdoors,40.84430601,-74.04396304,-240,Tue Apr 03 19:25:46 +0000 2012
294,Coffee Shop,40.74277821,-73.99833798,-240,Tue Apr 03 19:26:11 +0000 2012
950,Italian Restaurant,40.840306,-74.04756322,-240,Tue Apr 03 19:26:31 +0000 2012
1055,Food & Drink Shop,40.78280364,-73.95175936,-240,Tue Apr 03 19:27:54 +0000 2012
615,Park,40.73083612,-73.99764061,-240,Tue Apr 03 19:29:18 +0000 2012
385,Gym / Fitness Center,40.8895741,-74.09540176,-240,Tue Apr 03 19:29:36 +0000 2012
615,Other Great Outdoors,40.730769,-73.9974505,-240,Tue Apr 03 19:29:44 +0000 2012
950,Stadium,40.81348443,-74.07433033,-240,Tue Apr 03 19:29:47 +0000 2012
950,Office,40.80499987,-74.07146,-240,Tue Apr 03 19:30:24 +0000 2012
173,Home (private),40.75568181,-73.88307006,-240,Tue Apr 03 19:30:41 +0000 2012
292,Church,40.75850534,-73.97652626,-240,Tue Apr 03 19:33:21 +0000 2012
801,Other Great Outdoors,40.70247981,-73.79981204,-240,Tue Apr 03 19:33:52 +0000 2012
16,Airport,40.68968494,-74.17938709,-240,Tue Apr 03 19:33:58 +0000 2012
69,Salon / Barbershop,40.71285903,-73.87741936,-240,Tue Apr 03 19:34:56 +0000 2012
467,Train Station,40.707149,-73.99057,-240,Tue Apr 03 19:35:24 +0000 2012
7,Food & Drink Shop,40.774111,-73.959546,-240,Tue Apr 03 19:35:38 +0000 2012
592,Food & Drink Shop,40.73652697,-73.99055958,-240,Tue Apr 03 19:36:05 +0000 2012
669,Department Store,40.75061379,-73.98856401,-240,Tue Apr 03 19:36:57 +0000 2012
574,College Academic Building,40.7356185,-73.99721414,-240,Tue Apr 03 19:37:28 +0000 2012
443,Office,40.65556632,-74.00839411,-240,Tue Apr 03 19:38:10 +0000 2012
436,Tanning Salon,40.74434648,-73.99543065,-240,Tue Apr 03 19:38:16 +0000 2012
636,Hotel,40.70924712,-74.01355147,-240,Tue Apr 03 19:38:34 +0000 2012
865,University,40.7111095,-74.00504351,-240,Tue Apr 03 19:40:08 +0000 2012
225,Miscellaneous Shop,40.736901,-73.8785,-240,Tue Apr 03 19:40:13 +0000 2012
621,Student Center,40.95158381,-74.08855677,-240,Tue Apr 03 19:40:48 +0000 2012
272,Bar,40.7257302,-73.79252672,-240,Tue Apr 03 19:42:24 +0000 2012
1063,Miscellaneous Shop,40.8415611,-74.15981,-240,Tue Apr 03 19:42:40 +0000 2012
591,Coffee Shop,40.72555133,-73.99476528,-240,Tue Apr 03 19:43:04 +0000 2012
976,Other Great Outdoors,40.7125896,-74.00632024,-240,Tue Apr 03 19:43:17 +0000 2012
562,Other Great Outdoors,40.8962127,-73.87670483,-240,Tue Apr 03 19:45:22 +0000 2012
783,Gym / Fitness Center,40.738949,-73.989828,-240,Tue Apr 03 19:47:43 +0000 2012
319,Medical Center,40.63904062,-73.99794102,-240,Tue Apr 03 19:48:46 +0000 2012
468,Tattoo Parlor,40.78315572,-74.01868849,-240,Tue Apr 03 19:49:09 +0000 2012
874,Road,40.69140417,-73.71822311,-240,Tue Apr 03 19:49:58 +0000 2012
107,University,40.74019488,-73.98346494,-240,Tue Apr 03 19:50:32 +0000 2012
281,Spanish Restaurant,40.747048,-74.15257037,-240,Tue Apr 03 19:50:48 +0000 2012
667,Moving Target,40.80050589,-74.2041839,-240,Tue Apr 03 19:50:54 +0000 2012
718,Bus Station,40.82670252,-73.95129204,-240,Tue Apr 03 19:51:02 +0000 2012
557,Asian Restaurant,40.7495279,-73.9947032,-240,Tue Apr 03 19:51:07 +0000 2012
725,Office,40.74914242,-73.97505118,-240,Tue Apr 03 19:51:41 +0000 2012
774,Factory,40.76050366,-73.94384937,-240,Tue Apr 03 19:54:00 +0000 2012
976,Bus Station,40.71885936,-73.98790956,-240,Tue Apr 03 19:54:07 +0000 2012
880,School,40.791172,-73.944024,-240,Tue Apr 03 19:54:09 +0000 2012
1055,Neighborhood,40.78911988,-73.97335052,-240,Tue Apr 03 19:54:11 +0000 2012
288,Train Station,40.75280621,-73.97717535,-240,Tue Apr 03 19:54:55 +0000 2012
335,Train Station,40.66479595,-73.92295351,-240,Tue Apr 03 19:57:44 +0000 2012
335,Other Great Outdoors,40.66421142,-73.91474955,-240,Tue Apr 03 19:58:01 +0000 2012
769,Residential Building (Apartment / Condo),40.79924638,-73.93220767,-240,Tue Apr 03 19:59:57 +0000 2012
562,Subway,40.841927,-73.873511,-240,Tue Apr 03 20:00:37 +0000 2012
1063,Home (private),40.80876788,-74.11812338,-240,Tue Apr 03 20:00:39 +0000 2012
194,Airport,40.64508936,-73.78452301,-240,Tue Apr 03 20:01:38 +0000 2012
100,General Travel,40.770849,-73.98224824,-240,Tue Apr 03 20:03:06 +0000 2012
403,Hotel,40.71980773,-74.00992625,-240,Tue Apr 03 20:03:52 +0000 2012
573,Food & Drink Shop,40.83260434,-73.86046496,-240,Tue Apr 03 20:03:56 +0000 2012
445,Drugstore / Pharmacy,40.73447832,-73.99024844,-240,Tue Apr 03 20:03:59 +0000 2012
834,Gym / Fitness Center,40.83487295,-74.22620649,-240,Tue Apr 03 20:04:11 +0000 2012
346,Asian Restaurant,40.925826,-73.835898,-240,Tue Apr 03 20:04:18 +0000 2012
1012,Home (private),40.73569746,-73.81249842,-240,Tue Apr 03 20:04:26 +0000 2012
968,Medical Center,40.86873706,-73.9006602,-240,Tue Apr 03 20:05:43 +0000 2012
539,Residential Building (Apartment / Condo),40.7575648,-73.96864592,-240,Tue Apr 03 20:05:46 +0000 2012
976,Subway,40.70024353,-73.9411211,-240,Tue Apr 03 20:05:56 +0000 2012
184,Deli / Bodega,40.72098907,-73.98104875,-240,Tue Apr 03 20:05:56 +0000 2012
184,Deli / Bodega,40.72098907,-73.98104875,-240,Tue Apr 03 20:05:56 +0000 2012
144,Home (private),40.77226863,-73.93010371,-240,Tue Apr 03 20:07:05 +0000 2012
865,Diner,40.69754695,-73.99300314,-240,Tue Apr 03 20:07:29 +0000 2012
562,Neighborhood,40.83991797,-73.87893677,-240,Tue Apr 03 20:07:48 +0000 2012
734,Electronics Store,40.96577081,-74.07566071,-240,Tue Apr 03 20:07:51 +0000 2012
71,Hotel,40.75261955,-73.99336294,-240,Tue Apr 03 20:08:03 +0000 2012
688,Gym / Fitness Center,40.74404732,-73.98402737,-240,Tue Apr 03 20:08:04 +0000 2012
65,Burrito Place,40.80494,-73.992149,-240,Tue Apr 03 20:09:55 +0000 2012
885,Coffee Shop,40.70964742,-74.0105173,-240,Tue Apr 03 20:10:51 +0000 2012
885,Office,40.70972827,-74.01076978,-240,Tue Apr 03 20:11:05 +0000 2012
592,Subway,40.70491221,-74.01401281,-240,Tue Apr 03 20:11:13 +0000 2012
267,Neighborhood,40.87097829,-73.82876809,-240,Tue Apr 03 20:11:28 +0000 2012
976,Subway,40.69783673,-73.92736598,-240,Tue Apr 03 20:11:45 +0000 2012
267,Mall,40.86782694,-73.82703923,-240,Tue Apr 03 20:11:54 +0000 2012
880,Fast Food Restaurant,40.78986319,-73.94593309,-240,Tue Apr 03 20:11:54 +0000 2012
592,Coffee Shop,40.703253,-74.01422739,-240,Tue Apr 03 20:15:34 +0000 2012
267,Food & Drink Shop,40.86812592,-73.82576466,-240,Tue Apr 03 20:15:46 +0000 2012
615,Dumpling Restaurant,40.72741096,-73.9847218,-240,Tue Apr 03 20:16:59 +0000 2012
877,Home (private),40.61249562,-73.98887973,-240,Tue Apr 03 20:18:35 +0000 2012
820,Cupcake Shop,40.741579,-74.029635,-240,Tue Apr 03 20:19:51 +0000 2012
820,Wings Joint,40.73797973,-74.03076102,-240,Tue Apr 03 20:20:24 +0000 2012
445,Bar,40.731786,-73.983701,-240,Tue Apr 03 20:21:06 +0000 2012
516,Bar,40.75884666,-73.98955107,-240,Tue Apr 03 20:21:12 +0000 2012
281,Park,40.74724254,-74.15266696,-240,Tue Apr 03 20:21:35 +0000 2012
176,Office,40.70972827,-74.01076978,-240,Tue Apr 03 20:21:44 +0000 2012
528,Caribbean Restaurant,40.57562689,-73.9832985,-240,Tue Apr 03 20:22:14 +0000 2012
592,Ferry,40.70145732,-74.01321429,-240,Tue Apr 03 20:23:14 +0000 2012
30,Office,40.72434796,-73.99731874,-240,Tue Apr 03 20:24:18 +0000 2012
1063,Office,40.79563545,-74.20082468,-240,Tue Apr 03 20:24:56 +0000 2012
246,Salon / Barbershop,40.76050819,-73.96744635,-240,Tue Apr 03 20:25:40 +0000 2012
669,Ice Cream Shop,40.74763189,-73.98638613,-240,Tue Apr 03 20:26:09 +0000 2012
246,Hardware Store,40.76147154,-73.96677375,-240,Tue Apr 03 20:26:32 +0000 2012
515,Performing Arts Venue,40.72603917,-73.9820838,-240,Tue Apr 03 20:27:23 +0000 2012
458,Park,40.69594185,-73.99039194,-240,Tue Apr 03 20:27:35 +0000 2012
615,Ice Cream Shop,40.72634865,-73.98415715,-240,Tue Apr 03 20:27:44 +0000 2012
710,Gym / Fitness Center,40.84835184,-73.83081858,-240,Tue Apr 03 20:27:50 +0000 2012
768,Bus Station,40.83309951,-74.01021481,-240,Tue Apr 03 20:29:37 +0000 2012
145,Medical Center,40.72435967,-73.99747938,-240,Tue Apr 03 20:30:13 +0000 2012
498,Pizza Place,40.62643564,-74.01344956,-240,Tue Apr 03 20:31:56 +0000 2012
894,Road,40.69958071,-73.91140242,-240,Tue Apr 03 20:32:35 +0000 2012
557,Park,40.74866718,-73.98837626,-240,Tue Apr 03 20:34:20 +0000 2012
1063,Convenience Store,40.77906995,-74.18814966,-240,Tue Apr 03 20:35:02 +0000 2012
528,Fast Food Restaurant,40.57715366,-73.9812037,-240,Tue Apr 03 20:37:20 +0000 2012
313,French Restaurant,40.76170986,-73.96013969,-240,Tue Apr 03 20:37:25 +0000 2012
120,Subway,40.60189765,-73.99352074,-240,Tue Apr 03 20:38:15 +0000 2012
976,Home (private),40.69321218,-73.93010371,-240,Tue Apr 03 20:38:46 +0000 2012
798,Train Station,40.82527366,-73.92996311,-240,Tue Apr 03 20:38:50 +0000 2012
798,Bar,40.82720715,-73.92603063,-240,Tue Apr 03 20:39:38 +0000 2012
598,Coffee Shop,40.7394648,-74.00265604,-240,Tue Apr 03 20:40:33 +0000 2012
1078,Home (private),40.79889202,-74.11812338,-240,Tue Apr 03 20:41:37 +0000 2012
195,University,40.8102201,-73.96047592,-240,Tue Apr 03 20:42:26 +0000 2012
623,Coffee Shop,40.702345,-73.9906849,-240,Tue Apr 03 20:43:37 +0000 2012
59,General Travel,40.76020475,-73.86111389,-240,Tue Apr 03 20:45:37 +0000 2012
662,Asian Restaurant,40.71800153,-73.9902829,-240,Tue Apr 03 20:45:37 +0000 2012
425,Bookstore,40.931951,-74.132019,-240,Tue Apr 03 20:45:56 +0000 2012
662,Asian Restaurant,40.71800153,-73.9902829,-240,Tue Apr 03 20:46:44 +0000 2012
592,Ferry,40.69977177,-74.01339054,-240,Tue Apr 03 20:46:49 +0000 2012
691,Food & Drink Shop,40.745192,-74.219411,-240,Tue Apr 03 20:46:53 +0000 2012
756,Office,40.75269756,-73.99003613,-240,Tue Apr 03 20:48:35 +0000 2012
100,Bike Shop,40.79456207,-73.97116184,-240,Tue Apr 03 20:49:02 +0000 2012
667,Home (private),40.91733204,-74.18858249,-240,Tue Apr 03 20:49:53 +0000 2012
107,Food & Drink Shop,40.76504877,-73.81954351,-240,Tue Apr 03 20:49:59 +0000 2012
615,Park,40.7352825,-73.99040315,-240,Tue Apr 03 20:50:42 +0000 2012
615,Campground,40.73506259,-73.99080514,-240,Tue Apr 03 20:50:58 +0000 2012
318,Clothing Store,40.74871699,-73.98815949,-240,Tue Apr 03 20:51:27 +0000 2012
107,Coffee Shop,40.76528966,-73.81984794,-240,Tue Apr 03 20:51:27 +0000 2012
669,Cupcake Shop,40.70554075,-74.00825638,-240,Tue Apr 03 20:52:18 +0000 2012
553,Gas Station / Garage,40.6731469,-73.99895423,-240,Tue Apr 03 20:52:56 +0000 2012
498,Park,40.63038932,-74.01065502,-240,Tue Apr 03 20:53:10 +0000 2012
768,Road,40.8900283,-74.07025337,-240,Tue Apr 03 20:54:05 +0000 2012
702,College Academic Building,40.69351488,-73.99171189,-240,Tue Apr 03 20:55:04 +0000 2012
768,Parking,40.95589867,-74.06818444,-240,Tue Apr 03 20:55:33 +0000 2012
702,Mexican Restaurant,40.6941573,-73.99187258,-240,Tue Apr 03 20:55:45 +0000 2012
768,Mall,40.95634252,-74.06902772,-240,Tue Apr 03 20:56:14 +0000 2012
318,Clothing Store,40.75003444,-73.98903755,-240,Tue Apr 03 20:56:27 +0000 2012
620,Electronics Store,40.86640734,-73.82869342,-240,Tue Apr 03 20:56:38 +0000 2012
540,Home (private),40.61848447,-73.75366953,-240,Tue Apr 03 20:57:14 +0000 2012
217,Train Station,40.75280621,-73.97717535,-240,Tue Apr 03 20:57:17 +0000 2012
540,Home (private),40.61848447,-73.75366953,-240,Tue Apr 03 20:57:27 +0000 2012
84,Salad Place,40.75323992,-73.97408696,-240,Tue Apr 03 20:57:42 +0000 2012
129,Office,40.75005298,-73.97360802,-240,Tue Apr 03 20:58:08 +0000 2012
173,Automotive Shop,40.75898179,-73.88981404,-240,Tue Apr 03 20:58:10 +0000 2012
173,Home (private),40.75568181,-73.88307006,-240,Tue Apr 03 20:58:20 +0000 2012
768,Art Gallery,40.95617,-74.06845,-240,Tue Apr 03 20:58:50 +0000 2012
768,Sporting Goods Shop,40.95653462,-74.06909466,-240,Tue Apr 03 20:59:34 +0000 2012
557,Gym / Fitness Center,40.74902921,-73.99237186,-240,Tue Apr 03 21:00:07 +0000 2012
318,Video Game Store,40.74910526,-73.9882054,-240,Tue Apr 03 21:00:19 +0000 2012
256,Office,40.7451207,-73.99247516,-240,Tue Apr 03 21:00:29 +0000 2012
752,College Academic Building,40.8623652,-74.1963172,-240,Tue Apr 03 21:00:30 +0000 2012
118,Gym / Fitness Center,40.61252119,-73.91296404,-240,Tue Apr 03 21:01:31 +0000 2012
864,Residential Building (Apartment / Condo),40.6612058,-73.88063192,-240,Tue Apr 03 21:02:39 +0000 2012
768,Toy / Game Store,40.95620483,-74.06860321,-240,Tue Apr 03 21:02:42 +0000 2012
592,Ferry,40.64440554,-74.07295704,-240,Tue Apr 03 21:03:26 +0000 2012
1055,Residential Building (Apartment / Condo),40.76686967,-73.99496581,-240,Tue Apr 03 21:04:39 +0000 2012
318,Clothing Store,40.74951365,-73.98762576,-240,Tue Apr 03 21:06:31 +0000 2012
658,Bus Station,40.74405042,-73.97309978,-240,Tue Apr 03 21:07:02 +0000 2012
669,Department Store,40.70771001,-74.01056349,-240,Tue Apr 03 21:09:13 +0000 2012
951,Subway,40.75650613,-73.98802757,-240,Tue Apr 03 21:09:19 +0000 2012
809,Park,40.73083612,-73.99764061,-240,Tue Apr 03 21:10:39 +0000 2012
817,Park,40.80588623,-74.04406167,-240,Tue Apr 03 21:11:33 +0000 2012
371,Road,40.78486386,-73.78632918,-240,Tue Apr 03 21:12:05 +0000 2012
371,Road,40.78684822,-73.78910395,-240,Tue Apr 03 21:12:23 +0000 2012
371,Road,40.787516,-73.78943141,-240,Tue Apr 03 21:12:35 +0000 2012
121,Subway,40.73977359,-74.00257587,-240,Tue Apr 03 21:12:36 +0000 2012
592,Bus Station,40.64609609,-74.07821746,-240,Tue Apr 03 21:13:14 +0000 2012
204,College Academic Building,40.63137918,-73.95144224,-240,Tue Apr 03 21:13:15 +0000 2012
121,Office,40.74182628,-74.00381482,-240,Tue Apr 03 21:13:42 +0000 2012
718,Subway,40.8247747,-73.9442163,-240,Tue Apr 03 21:13:54 +0000 2012
121,Event Space,40.74129321,-74.00299421,-240,Tue Apr 03 21:13:57 +0000 2012
121,Food & Drink Shop,40.74201604,-74.00516337,-240,Tue Apr 03 21:14:08 +0000 2012
420,Mall,40.91733544,-74.07566071,-240,Tue Apr 03 21:14:12 +0000 2012
318,Coffee Shop,40.74774465,-73.98530245,-240,Tue Apr 03 21:14:51 +0000 2012
49,General Travel,40.75696158,-73.98982379,-240,Tue Apr 03 21:15:12 +0000 2012
50,Subway,40.75047562,-73.94028425,-240,Tue Apr 03 21:15:27 +0000 2012
225,Food Truck,40.7382971,-73.878961,-240,Tue Apr 03 21:16:01 +0000 2012
