id,venue_id,venue_category_id,venue_category_name,lat,lng,time,zone
691,4cb50d599c7ba35de0ef8706,4bf58dd8d48988d104941735,Medical Center,40.71976227,-74.250014,-240,Tue Apr 03 18:09:06 +0000 2012
116,4c0ab56f7e3fc9288c1df482,4f04afc02fb6e1c99f3db0bc,Mobile Phone Shop,40.74119055,-73.9896631,-240,Tue Apr 03 18:09:29 +0000 2012
931,49f85763f964a520f16c1fe3,4bf58dd8d48988d16d941735,Café,40.7045885,-74.00963933,-240,Tue Apr 03 18:09:59 +0000 2012
53,4c00297392a6c9280cc243e2,4bf58dd8d48988d124951735,Automotive Shop,40.8619815,-74.04790454,-240,Tue Apr 03 18:10:04 +0000 2012
445,4b9830a5f964a520c73235e3,4bf58dd8d48988d118951735,Food & Drink Shop,40.82678954,-73.94950924,-240,Tue Apr 03 18:10:39 +0000 2012
135,4a689777f964a520a0ca1fe3,4bf58dd8d48988d1c4941735,Restaurant,40.75527488,-73.97880614,-240,Tue Apr 03 18:11:04 +0000 2012
895,4bb7e0c41261d13a8707e898,4bf58dd8d48988d1e0931735,Coffee Shop,40.906627,-73.777774,-240,Tue Apr 03 18:11:16 +0000 2012
704,4cb4b31cb4b0a35df33969ce,4bf58dd8d48988d14e941735,American Restaurant,40.73067679,-74.0656718,-240,Tue Apr 03 18:11:35 +0000 2012
891,4ba8a9a9f964a5206ee539e3,4bf58dd8d48988d126941735,Government Building,40.88302033,-74.07587528,-240,Tue Apr 03 18:12:09 +0000 2012
284,4abe60d8f964a520198d20e3,4bf58dd8d48988d1e0931735,Coffee Shop,40.74281621,-74.00040611,-240,Tue Apr 03 18:12:27 +0000 2012
901,4c1ff4e68b3aa5933d499e5f,4bf58dd8d48988d1f0931735,Airport,40.64531729,-73.77383709,-240,Tue Apr 03 18:12:42 +0000 2012
803,4c955b3558d4b60c06d03129,4bf58dd8d48988d12d951735,Ferry,40.76067265,-74.00367709,-240,Tue Apr 03 18:13:12 +0000 2012
699,4ba0e0edf964a520138437e3,4bf58dd8d48988d124941735,Office,40.736676,-73.98891,-240,Tue Apr 03 18:13:21 +0000 2012
100,4bc308db4cdfc9b639bf9621,4bf58dd8d48988d1e5941735,Other Great Outdoors,40.79059947,-73.98023378,-240,Tue Apr 03 18:14:03 +0000 2012
642,4d9a2f78d97ba1430b43336b,4bf58dd8d48988d130941735,Building,40.75230661,-73.97185432,-240,Tue Apr 03 18:14:21 +0000 2012
443,4a676ff4f964a5206fc91fe3,4bf58dd8d48988d124941735,Office,40.65553514,-74.00862938,-240,Tue Apr 03 18:14:44 +0000 2012
689,4c5ef77bfff99c74eda954d3,4bf58dd8d48988d118951735,Food & Drink Shop,40.74186151,-73.98943363,-240,Tue Apr 03 18:15:05 +0000 2012
390,4bcde547511f95210d62b5c7,4bf58dd8d48988d124941735,Office,40.75094552,-74.00563392,-240,Tue Apr 03 18:15:07 +0000 2012
32,44af9feef964a5202b351fe3,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.74773817,-73.98519815,-240,Tue Apr 03 18:15:33 +0000 2012
230,3fd66200f964a52035e41ee3,4bf58dd8d48988d1e5931735,Music Venue,40.731698,-73.98922694,-240,Tue Apr 03 18:16:09 +0000 2012
445,4b3a8e5df964a520d86925e3,4bf58dd8d48988d1fd931735,Subway,40.82650767,-73.95039082,-240,Tue Apr 03 18:16:10 +0000 2012
834,4b55ec3bf964a520aaf627e3,4bf58dd8d48988d1ab941735,Student Center,40.86283582,-74.19723988,-240,Tue Apr 03 18:16:19 +0000 2012
962,40b68100f964a5207d001fe3,4bf58dd8d48988d163941735,Park,40.74218831,-73.98792419,-240,Tue Apr 03 18:17:17 +0000 2012
1032,4bf5cedf4d5f20a1833d98fe,4bf58dd8d48988d1f9931735,Road,40.90105787,-74.15076256,-240,Tue Apr 03 18:18:54 +0000 2012
525,4f5684de771657f331e5ca01,4bf58dd8d48988d103941735,Home (private),40.96324076,-74.0946311,-240,Tue Apr 03 18:19:07 +0000 2012
525,4f5684de771657f331e5ca01,4bf58dd8d48988d103941735,Home (private),40.96324076,-74.0946311,-240,Tue Apr 03 18:19:07 +0000 2012
962,40e74880f964a520150a1fe3,4bf58dd8d48988d16c941735,Burger Joint,40.7414075,-73.98843795,-240,Tue Apr 03 18:19:21 +0000 2012
318,4b4fafebf964a520ee1027e3,4bf58dd8d48988d1fd931735,Subway,40.69743322,-73.9930433,-240,Tue Apr 03 18:19:25 +0000 2012
1047,4ad607d3f964a520a10421e3,4bf58dd8d48988d10a951735,Bank,40.77807781,-73.95449162,-240,Tue Apr 03 18:19:28 +0000 2012
738,4c06877bcf8c76b0f09b3a65,4bf58dd8d48988d124941735,Office,40.72817168,-74.00752187,-240,Tue Apr 03 18:21:27 +0000 2012
364,4b7718d4f964a520077d2ee3,4bf58dd8d48988d1f2941735,Sporting Goods Shop,40.77901409,-73.95403862,-240,Tue Apr 03 18:21:33 +0000 2012
398,4b6752eef964a52006482be3,4bf58dd8d48988d1ca941735,Pizza Place,40.77615805,-73.82361593,-240,Tue Apr 03 18:23:40 +0000 2012
839,4cd03669c5b39eb043fb5a16,4bf58dd8d48988d111951735,Jewelry Store,40.75062326,-73.99004187,-240,Tue Apr 03 18:24:02 +0000 2012
424,49c7f7c2f964a520da571fe3,4bf58dd8d48988d1c5941735,Sandwich Place,40.68892999,-73.9956665,-240,Tue Apr 03 18:24:38 +0000 2012
751,49b15042f964a520d4521fe3,4bf58dd8d48988d1e0931735,Coffee Shop,40.727612,-74.007306,-240,Tue Apr 03 18:24:51 +0000 2012
1047,4ca66eec5a1e952129d98ace,4bf58dd8d48988d103951735,Clothing Store,40.77843897,-73.95451458,-240,Tue Apr 03 18:24:58 +0000 2012
889,4c79b79381bca093e689fe14,4f2a25ac4b909258e854f55f,Neighborhood,40.92431191,-73.9968883,-240,Tue Apr 03 18:26:46 +0000 2012
612,447bf8f1f964a520ec331fe3,4bf58dd8d48988d122951735,Electronics Store,40.76391921,-73.97313996,-240,Tue Apr 03 18:27:43 +0000 2012
643,4cbf5c4e985aa35da7854612,4bf58dd8d48988d177941735,Medical Center,40.786713,-74.175476,-240,Tue Apr 03 18:31:32 +0000 2012
643,4d1a2428401db60c2e9fffa4,4bf58dd8d48988d196941735,Medical Center,40.78690639,-74.17540497,-240,Tue Apr 03 18:32:11 +0000 2012
1032,4e6657e7d4c06542ac9acee2,4bf58dd8d48988d177941735,Medical Center,40.88544,-74.13887,-240,Tue Apr 03 18:32:27 +0000 2012
718,4d98393cb7bf2c0f9ff5ea2d,4bf58dd8d48988d1fe931735,Bus Station,40.81721954,-73.94790173,-240,Tue Apr 03 18:33:26 +0000 2012
768,4dbdebed6e810768bf82ad95,4bf58dd8d48988d1c9941735,Ice Cream Shop,40.80396498,-74.00513467,-240,Tue Apr 03 18:33:29 +0000 2012
15,4b0d88b2f964a5206d4a23e3,4bf58dd8d48988d1dd931735,Soup Place,40.785679,-73.972834,-240,Tue Apr 03 18:33:49 +0000 2012
768,4e79392ce4cdb158f1cf4b75,4bf58dd8d48988d103941735,Home (private),40.80204208,-74.00063278,-240,Tue Apr 03 18:34:00 +0000 2012
458,4ca264431ee76dcb0d32f0dd,4bf58dd8d48988d19f941735,College Academic Building,40.69684128,-73.98717238,-240,Tue Apr 03 18:34:10 +0000 2012
877,4bcd8da3511f95219fbbb4c7,4bf58dd8d48988d10a951735,Bank,40.61802636,-73.99167746,-240,Tue Apr 03 18:34:55 +0000 2012
280,4bdb4bf54b1f952169ac670b,4bf58dd8d48988d118951735,Food & Drink Shop,40.73971083,-73.98251798,-240,Tue Apr 03 18:35:31 +0000 2012
318,4b093cd0f964a520db1423e3,4bf58dd8d48988d1fd931735,Subway,40.7509958,-73.99068832,-240,Tue Apr 03 18:36:56 +0000 2012
839,41102700f964a520d60b1fe3,4bf58dd8d48988d1f6941735,Department Store,40.75061379,-73.98856401,-240,Tue Apr 03 18:37:12 +0000 2012
1016,4d72a06ff7c38cfaa94aaa3d,4bf58dd8d48988d1e7941735,Playground,40.93253437,-74.00992625,-240,Tue Apr 03 18:39:29 +0000 2012
281,4c17d9974ff90f47a9890d49,4bf58dd8d48988d1de931735,Tattoo Parlor,40.7471092,-74.15280867,-240,Tue Apr 03 18:39:34 +0000 2012
366,4528a216f964a520173b1fe3,4bf58dd8d48988d1fd941735,Mall,40.73405558,-73.87084723,-240,Tue Apr 03 18:39:36 +0000 2012
276,4ab11744f964a520046820e3,4bf58dd8d48988d146941735,Deli / Bodega,40.75110146,-73.98130059,-240,Tue Apr 03 18:39:42 +0000 2012
135,4cd028a77b6854810ac7bff8,4bf58dd8d48988d124941735,Office,40.708515,-74.007282,-240,Tue Apr 03 18:39:44 +0000 2012
227,4bcb49aefb84c9b608821e3e,4bf58dd8d48988d1a7941735,College Academic Building,40.74358598,-74.17815694,-240,Tue Apr 03 18:42:03 +0000 2012
612,4ae8495ef964a5207fae21e3,4bf58dd8d48988d1e0931735,Coffee Shop,40.76260087,-73.9660057,-240,Tue Apr 03 18:42:25 +0000 2012
458,4b298573f964a52050a024e3,4bf58dd8d48988d1ae941735,University,40.69541297,-73.98732159,-240,Tue Apr 03 18:42:32 +0000 2012
80,4c424ceea5c5ef3b2876b06f,4bf58dd8d48988d147941735,Diner,40.67919,-73.995548,-240,Tue Apr 03 18:43:53 +0000 2012
445,4c1d0f98c09ed13ad4c5828e,4bf58dd8d48988d12b951735,Bus Station,40.80463955,-73.93786213,-240,Tue Apr 03 18:44:07 +0000 2012
673,4c911bb157e5b60ce3df5d1c,4bf58dd8d48988d126941735,Government Building,40.7015868,-73.95745343,-240,Tue Apr 03 18:45:15 +0000 2012
318,4c8e9b251992a1cd211edffb,4bf58dd8d48988d1ae941735,University,40.74790921,-73.98380928,-240,Tue Apr 03 18:46:30 +0000 2012
337,4b8c4735f964a5201dc832e3,4bf58dd8d48988d1fe941735,Music Store,40.830936,-74.20743204,-240,Tue Apr 03 18:47:11 +0000 2012
916,4b7c9fe1f964a520559e2fe3,4bf58dd8d48988d1fc931735,Light Rail,40.71589126,-74.03416157,-240,Tue Apr 03 18:47:23 +0000 2012
639,4c671f759cb82d7fd1d192d2,4bf58dd8d48988d110951735,Salon / Barbershop,40.77536339,-73.955705,-240,Tue Apr 03 18:48:57 +0000 2012
752,4b55ec3bf964a520aaf627e3,4bf58dd8d48988d1ab941735,Student Center,40.86283582,-74.19723988,-240,Tue Apr 03 18:49:59 +0000 2012
713,4a7a0832f964a5203ce81fe3,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.745245,-73.982692,-240,Tue Apr 03 18:51:03 +0000 2012
449,4b96b432f964a52018df34e3,4bf58dd8d48988d1a8941735,General College & University,40.70473328,-73.98773789,-240,Tue Apr 03 18:52:48 +0000 2012
1016,4e5dbf1e1f6e3022a71c242b,4bf58dd8d48988d103941735,Home (private),40.91220464,-74.01238511,-240,Tue Apr 03 18:55:51 +0000 2012
803,4c56f9ad30d82d7f3cbcd862,4bf58dd8d48988d174941735,Office,40.74697652,-73.98325259,-240,Tue Apr 03 18:56:09 +0000 2012
895,4d4de33cd6f3224bca73a1a6,4bf58dd8d48988d162941735,Other Great Outdoors,40.91192343,-73.78237724,-240,Tue Apr 03 18:57:40 +0000 2012
1012,4c62bfd0e1621b8dfe232453,4f2a25ac4b909258e854f55f,Neighborhood,40.75951305,-73.8314724,-240,Tue Apr 03 18:57:46 +0000 2012
749,4f51526fe4b002a741157c16,4e52d2d203646f7c19daa8ae,Animal Shelter,40.771046,-74.065758,-240,Tue Apr 03 18:58:56 +0000 2012
916,4b8d2387f964a520dbe932e3,4bf58dd8d48988d1fc931735,Light Rail,40.72703111,-74.03484821,-240,Tue Apr 03 19:00:04 +0000 2012
438,4c1a2bbf838020a1adc4e661,4bf58dd8d48988d124941735,Office,40.7514116,-73.97994108,-240,Tue Apr 03 19:00:31 +0000 2012
217,4af42a00f964a52055f021e3,4bf58dd8d48988d124941735,Office,40.75539132,-73.97425915,-240,Tue Apr 03 19:01:16 +0000 2012
656,4ea828b19a526de96a96ad94,4bf58dd8d48988d1a9941735,College Academic Building,40.7383284,-74.17913158,-240,Tue Apr 03 19:01:19 +0000 2012
225,4b565676f964a520120c28e3,4bf58dd8d48988d1c9941735,Ice Cream Shop,40.725891,-73.79143081,-240,Tue Apr 03 19:01:28 +0000 2012
628,4af12cb7f964a520d3e021e3,4bf58dd8d48988d118951735,Food & Drink Shop,40.83162209,-74.13679361,-240,Tue Apr 03 19:01:40 +0000 2012
225,4b6214e1f964a52059342ae3,4bf58dd8d48988d1c5941735,Sandwich Place,40.726045,-73.79091154,-240,Tue Apr 03 19:03:16 +0000 2012
504,4c3b49c54565e21eb775566a,4bf58dd8d48988d14e941735,American Restaurant,40.71528089,-74.03639537,-240,Tue Apr 03 19:03:38 +0000 2012
226,462a6065f964a520d9451fe3,4bf58dd8d48988d14e941735,American Restaurant,40.75821277,-73.98682594,-240,Tue Apr 03 19:03:47 +0000 2012
164,4f7b49bbe4b00fc6db78ec89,4bf58dd8d48988d124941735,Office,40.76235954,-73.97223886,-240,Tue Apr 03 19:04:41 +0000 2012
445,4e9bb3850cd6de03c41c1963,4bf58dd8d48988d1fd931735,Subway,40.8286022,-73.87925863,-240,Tue Apr 03 19:05:22 +0000 2012
235,4a8ae51ef964a520c10a20e3,4bf58dd8d48988d1e0931735,Coffee Shop,40.74546291,-73.99098305,-240,Tue Apr 03 19:07:59 +0000 2012
118,4c72dbbf13228cfa0c362c65,4bf58dd8d48988d1fc941735,Laundry Service,40.60014372,-73.94659322,-240,Tue Apr 03 19:08:27 +0000 2012
1054,4e5590b5814d6ce5cc849483,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),40.87063009,-74.09792627,-240,Tue Apr 03 19:08:42 +0000 2012
881,4f4767e3e4b06a7740bdc8dd,4bf58dd8d48988d130941735,Building,40.80870048,-73.95851531,-240,Tue Apr 03 19:09:18 +0000 2012
713,45c76421f964a52066421fe3,4bf58dd8d48988d1e0931735,Coffee Shop,40.74404465,-73.98373696,-240,Tue Apr 03 19:09:49 +0000 2012
706,4cd1a3d601eaf04db979bf5d,4bf58dd8d48988d118951735,Food & Drink Shop,40.67755881,-73.7445248,-240,Tue Apr 03 19:11:04 +0000 2012
706,4bb50ba546d4a593de78c4c0,4bf58dd8d48988d10f951735,Drugstore / Pharmacy,40.67912093,-73.74992033,-240,Tue Apr 03 19:12:08 +0000 2012
673,4cfbe68a0df3236a2a30fca9,4bf58dd8d48988d124951735,Automotive Shop,40.699108,-73.955248,-240,Tue Apr 03 19:14:07 +0000 2012
143,43a52546f964a520532c1fe3,4bf58dd8d48988d1ed931735,Airport,40.64508936,-73.78452301,-240,Tue Apr 03 19:14:15 +0000 2012
1005,3fd66200f964a52004e61ee3,4bf58dd8d48988d154941735,Cuban Restaurant,40.7228417,-73.99411647,-240,Tue Apr 03 19:14:31 +0000 2012
706,4c3a1d102c8020a1f9d58d00,4bf58dd8d48988d118951735,Food & Drink Shop,40.68006413,-73.76161876,-240,Tue Apr 03 19:14:34 +0000 2012
706,4bbfcfd3461576b0d4487932,4bf58dd8d48988d1df931735,BBQ Joint,40.68083,-73.76331,-240,Tue Apr 03 19:15:04 +0000 2012
912,4ee6e1970e61681b98844283,4bf58dd8d48988d11a941735,Other Nightlife,40.74623905,-73.98058961,-240,Tue Apr 03 19:15:06 +0000 2012
537,4f68c7b0e4b0c15ca3e46388,4bf58dd8d48988d124941735,Office,40.75931346,-73.97849478,-240,Tue Apr 03 19:16:47 +0000 2012
406,3fd66200f964a5209ee41ee3,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.72828342,-73.987885,-240,Tue Apr 03 19:17:24 +0000 2012
868,3fd66200f964a52067e51ee3,4bf58dd8d48988d1c5941735,Sandwich Place,40.738553,-73.987393,-240,Tue Apr 03 19:17:34 +0000 2012
1055,4c0b32d37e3fc928650bf582,4f2a25ac4b909258e854f55f,Neighborhood,40.77352188,-73.9567852,-240,Tue Apr 03 19:18:05 +0000 2012
751,4b609666f964a520f9ee29e3,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.72862394,-74.005252,-240,Tue Apr 03 19:18:58 +0000 2012
907,4e359a41814d2eb947337c4e,4bf58dd8d48988d103941735,Home (private),40.82358935,-74.22380201,-240,Tue Apr 03 19:19:39 +0000 2012
303,49e2afb2f964a5204d621fe3,4bf58dd8d48988d1e0931735,Coffee Shop,40.77834721,-73.980903,-240,Tue Apr 03 19:19:54 +0000 2012
445,4cd544d894848cfa6a0de5b1,4bf58dd8d48988d103941735,Home (private),40.82477735,-73.88307006,-240,Tue Apr 03 19:20:46 +0000 2012
793,43695300f964a5208c291fe3,4bf58dd8d48988d130941735,Building,40.74828059,-73.98556262,-240,Tue Apr 03 19:20:53 +0000 2012
784,4b422afbf964a5200bce25e3,4bf58dd8d48988d176941735,Gym / Fitness Center,40.58532515,-73.9520234,-240,Tue Apr 03 19:21:00 +0000 2012
793,4b4b7979f964a520249d26e3,4bf58dd8d48988d198941735,College Academic Building,40.74837051,-73.98568869,-240,Tue Apr 03 19:21:10 +0000 2012
734,4df53b7bd4c01ff6b2f262ec,4bf58dd8d48988d103941735,Home (private),40.94175915,-74.01238511,-240,Tue Apr 03 19:21:58 +0000 2012
540,4eb4ce184901cef9d84576f8,4bf58dd8d48988d103941735,Home (private),40.61848447,-73.75366953,-240,Tue Apr 03 19:24:28 +0000 2012
816,4bd383cba8b3a5935b386a5f,4bf58dd8d48988d10f951735,Drugstore / Pharmacy,40.94040013,-73.96214862,-240,Tue Apr 03 19:24:52 +0000 2012
623,4c81086adc018cfaa883c16c,4bf58dd8d48988d124941735,Office,40.70242744,-73.99048448,-240,Tue Apr 03 19:25:03 +0000 2012
950,4db74cce43a10648ae1614e2,4bf58dd8d48988d162941735,Other Great Outdoors,40.84430601,-74.04396304,-240,Tue Apr 03 19:25:46 +0000 2012
294,45d1a484f964a520af421fe3,4bf58dd8d48988d1e0931735,Coffee Shop,40.74277821,-73.99833798,-240,Tue Apr 03 19:26:11 +0000 2012
950,4bddec8a0ee3a59391312fb0,4bf58dd8d48988d110941735,Italian Restaurant,40.840306,-74.04756322,-240,Tue Apr 03 19:26:31 +0000 2012
1055,4f24316fe4b063d400403adc,4bf58dd8d48988d1f5941735,Food & Drink Shop,40.78280364,-73.95175936,-240,Tue Apr 03 19:27:54 +0000 2012
615,40abf500f964a52035f31ee3,4bf58dd8d48988d163941735,Park,40.73083612,-73.99764061,-240,Tue Apr 03 19:29:18 +0000 2012
385,4aeb7ef7f964a520abc221e3,4bf58dd8d48988d176941735,Gym / Fitness Center,40.8895741,-74.09540176,-240,Tue Apr 03 19:29:36 +0000 2012
615,4caf3aa3b4b0a35db3273fce,4bf58dd8d48988d162941735,Other Great Outdoors,40.730769,-73.9974505,-240,Tue Apr 03 19:29:44 +0000 2012
950,4bd44b84a8b3a5937e7f6b5f,4bf58dd8d48988d189941735,Stadium,40.81348443,-74.07433033,-240,Tue Apr 03 19:29:47 +0000 2012
950,4ed7a5a402d57802e60a57b8,4bf58dd8d48988d124941735,Office,40.80499987,-74.07146,-240,Tue Apr 03 19:30:24 +0000 2012
173,4f67c6d5e4b0e34eb630101a,4bf58dd8d48988d103941735,Home (private),40.75568181,-73.88307006,-240,Tue Apr 03 19:30:41 +0000 2012
292,4a3d4aecf964a52012a21fe3,4bf58dd8d48988d132941735,Church,40.75850534,-73.97652626,-240,Tue Apr 03 19:33:21 +0000 2012
801,4e5c09011f6e89370a22a4e1,4bf58dd8d48988d162941735,Other Great Outdoors,40.70247981,-73.79981204,-240,Tue Apr 03 19:33:52 +0000 2012
16,4459d2f1f964a520d7321fe3,4bf58dd8d48988d1ed931735,Airport,40.68968494,-74.17938709,-240,Tue Apr 03 19:33:58 +0000 2012
69,4bddaa53e75c0f47d219c503,4bf58dd8d48988d110951735,Salon / Barbershop,40.71285903,-73.87741936,-240,Tue Apr 03 19:34:56 +0000 2012
467,4a737bf8f964a52091dc1fe3,4bf58dd8d48988d12a951735,Train Station,40.707149,-73.99057,-240,Tue Apr 03 19:35:24 +0000 2012
7,4ace59d0f964a5200ad020e3,4bf58dd8d48988d118951735,Food & Drink Shop,40.774111,-73.959546,-240,Tue Apr 03 19:35:38 +0000 2012
592,49c27575f964a520f1551fe3,4bf58dd8d48988d1fa941735,Food & Drink Shop,40.73652697,-73.99055958,-240,Tue Apr 03 19:36:05 +0000 2012
669,41102700f964a520d60b1fe3,4bf58dd8d48988d1f6941735,Department Store,40.75061379,-73.98856401,-240,Tue Apr 03 19:36:57 +0000 2012
574,4c6b02f46d390f4717d3099a,4bf58dd8d48988d198941735,College Academic Building,40.7356185,-73.99721414,-240,Tue Apr 03 19:37:28 +0000 2012
443,4c4dcaa49efabe9a41cc1569,4bf58dd8d48988d124941735,Office,40.65556632,-74.00839411,-240,Tue Apr 03 19:38:10 +0000 2012
436,4bc7afbc14d7952160ee67e9,4d1cf8421a97d635ce361c31,Tanning Salon,40.74434648,-73.99543065,-240,Tue Apr 03 19:38:16 +0000 2012
636,4bc7ab4c14d79521c6e367e9,4bf58dd8d48988d1fa931735,Hotel,40.70924712,-74.01355147,-240,Tue Apr 03 19:38:34 +0000 2012
865,49e7c7c6f964a5201b651fe3,4bf58dd8d48988d1ae941735,University,40.7111095,-74.00504351,-240,Tue Apr 03 19:40:08 +0000 2012
225,4baa4741f964a520705a3ae3,4bf58dd8d48988d1ff941735,Miscellaneous Shop,40.736901,-73.8785,-240,Tue Apr 03 19:40:13 +0000 2012
621,4c922cde7f3b8cfadacca21e,4bf58dd8d48988d1ab941735,Student Center,40.95158381,-74.08855677,-240,Tue Apr 03 19:40:48 +0000 2012
272,4f318c84e5e8657f88d830ac,4bf58dd8d48988d112941735,Bar,40.7257302,-73.79252672,-240,Tue Apr 03 19:42:24 +0000 2012
1063,4bc33420920eb713d3121d2c,4bf58dd8d48988d1ff941735,Miscellaneous Shop,40.8415611,-74.15981,-240,Tue Apr 03 19:42:40 +0000 2012
591,4e4d9c17814dd49447e709e1,4bf58dd8d48988d1e0931735,Coffee Shop,40.72555133,-73.99476528,-240,Tue Apr 03 19:43:04 +0000 2012
976,4eb0fd2d0cd6283498fc07ce,4bf58dd8d48988d162941735,Other Great Outdoors,40.7125896,-74.00632024,-240,Tue Apr 03 19:43:17 +0000 2012
562,4ddfe92e8877e0877e661125,4bf58dd8d48988d162941735,Other Great Outdoors,40.8962127,-73.87670483,-240,Tue Apr 03 19:45:22 +0000 2012
783,4a888403f964a520bb0620e3,4bf58dd8d48988d175941735,Gym / Fitness Center,40.738949,-73.989828,-240,Tue Apr 03 19:47:43 +0000 2012
319,4ab66100f964a520ce7620e3,4bf58dd8d48988d196941735,Medical Center,40.63904062,-73.99794102,-240,Tue Apr 03 19:48:46 +0000 2012
468,4ee2cfc18b81bab281e0dd6f,4bf58dd8d48988d1de931735,Tattoo Parlor,40.78315572,-74.01868849,-240,Tue Apr 03 19:49:09 +0000 2012
874,4e634431d22d509a39fb1dc2,4bf58dd8d48988d1f9931735,Road,40.69140417,-73.71822311,-240,Tue Apr 03 19:49:58 +0000 2012
107,4a494ce4f964a5202cab1fe3,4bf58dd8d48988d1ae941735,University,40.74019488,-73.98346494,-240,Tue Apr 03 19:50:32 +0000 2012
281,4d0a9b2f27f8a35dd0432713,4bf58dd8d48988d150941735,Spanish Restaurant,40.747048,-74.15257037,-240,Tue Apr 03 19:50:48 +0000 2012
667,4e555a38b0fb1e5686bd6646,4f2a23984b9023bd5841ed2c,Moving Target,40.80050589,-74.2041839,-240,Tue Apr 03 19:50:54 +0000 2012
718,4d983945b7bf2c0febf5ea2d,4bf58dd8d48988d1fe931735,Bus Station,40.82670252,-73.95129204,-240,Tue Apr 03 19:51:02 +0000 2012
557,49f6850af964a5204c6c1fe3,4bf58dd8d48988d142941735,Asian Restaurant,40.7495279,-73.9947032,-240,Tue Apr 03 19:51:07 +0000 2012
725,4b150df9f964a52011a823e3,4bf58dd8d48988d124941735,Office,40.74914242,-73.97505118,-240,Tue Apr 03 19:51:41 +0000 2012
774,4f3ceffde4b0811223a089bb,4eb1bea83b7b6f98df247e06,Factory,40.76050366,-73.94384937,-240,Tue Apr 03 19:54:00 +0000 2012
976,4c0e90c57189c928ccb5d8b6,4bf58dd8d48988d12b951735,Bus Station,40.71885936,-73.98790956,-240,Tue Apr 03 19:54:07 +0000 2012
880,4e6f593d88779c905de9cfa7,4bf58dd8d48988d13b941735,School,40.791172,-73.944024,-240,Tue Apr 03 19:54:09 +0000 2012
1055,4b2da0ddf964a520c9d924e3,4f2a25ac4b909258e854f55f,Neighborhood,40.78911988,-73.97335052,-240,Tue Apr 03 19:54:11 +0000 2012
288,42829c80f964a5206a221fe3,4bf58dd8d48988d129951735,Train Station,40.75280621,-73.97717535,-240,Tue Apr 03 19:54:55 +0000 2012
335,4b93d226f964a520625334e3,4bf58dd8d48988d129951735,Train Station,40.66479595,-73.92295351,-240,Tue Apr 03 19:57:44 +0000 2012
335,4df2f04dd4c01ff6b2eaca87,4bf58dd8d48988d162941735,Other Great Outdoors,40.66421142,-73.91474955,-240,Tue Apr 03 19:58:01 +0000 2012
769,4edac72c61af8a14b6d7f7a2,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),40.79924638,-73.93220767,-240,Tue Apr 03 19:59:57 +0000 2012
562,4b8fbf80f964a5202a6033e3,4bf58dd8d48988d1fd931735,Subway,40.841927,-73.873511,-240,Tue Apr 03 20:00:37 +0000 2012
1063,4c6eafcee6b7b1f76344ad8e,4bf58dd8d48988d103941735,Home (private),40.80876788,-74.11812338,-240,Tue Apr 03 20:00:39 +0000 2012
194,43a52546f964a520532c1fe3,4bf58dd8d48988d1ed931735,Airport,40.64508936,-73.78452301,-240,Tue Apr 03 20:01:38 +0000 2012
